1;0
1;1
2;0
2;2
3;0
3;3
4;0
4;4
5;0
5;5
6;1
6;0
7;1
7;2
8;1
8;4
9;1
9;5
10;1
10;15
11;2
11;0
12;2
12;11
13;2
13;12
14;2
14;13
15;2
15;14
16;3
16;63
17;3
17;64
18;3
18;65
19;3
19;66
20;3
20;67
21;4
21;7
22;4
22;16
23;4
23;17
24;4
24;18
25;4
25;19
26;5
26;6
27;5
27;7
28;5
28;8
29;5
29;9
30;5
30;10
31;6
31;5
32;6
32;7
33;6
33;8
34;6
34;9
35;6
35;20
36;7
36;5
37;7
37;8
38;7
38;9
39;7
39;30
40;7
40;290
41;8
41;13
42;8
42;21
43;8
43;22
44;8
44;23
45;8
45;24
46;10
46;5
47;10
47;7
48;10
48;137
49;10
49;138
50;10
50;139
51;11
51;6
52;11
52;9
53;11
53;20
54;11
54;25
55;11
55;26
56;12
56;260
57;12
57;261
58;12
58;262
59;12
59;263
60;12
60;264
61;13
61;20
62;13
62;21
63;13
63;23
64;13
64;140
65;13
65;141
66;14
66;13
67;14
67;21
68;14
68;27
69;14
69;28
70;14
70;29
71;15
71;68
72;15
72;69
73;15
73;70
74;15
74;71
75;15
75;72
76;16
76;4
77;16
77;7
78;16
78;19
79;16
79;73
80;16
80;75
81;17
81;6
82;17
82;7
83;17
83;8
84;17
84;30
85;17
85;31
86;18
86;32
87;18
87;33
88;18
88;34
89;18
89;35
90;18
90;36
91;19
91;4
92;19
92;16
93;19
93;73
94;19
94;74
95;19
95;75
96;20
96;6
97;20
97;7
98;20
98;8
99;20
99;23
100;20
100;30
101;21
101;13
102;21
102;23
103;21
103;28
104;21
104;77
105;21
105;164
106;22
106;8
107;22
107;23
108;22
108;37
109;22
109;38
110;22
110;39
111;23
111;8
112;23
112;13
113;23
113;20
114;23
114;111
115;23
115;142
116;24
116;40
117;24
117;41
118;24
118;42
119;24
119;43
120;24
120;44
121;25
121;11
122;25
122;45
123;25
123;46
124;25
124;47
125;26
125;11
126;26
126;265
127;26
127;266
128;26
128;267
129;26
129;268
130;27
130;13
131;27
131;21
132;27
132;76
133;27
133;77
134;27
134;78
135;28
135;20
136;28
136;79
137;28
137;80
138;28
138;81
139;28
139;82
140;29
140;143
141;29
141;144
142;29
142;145
143;29
143;146
144;29
144;147
145;30
145;8
146;30
146;9
147;30
147;48
148;30
148;49
149;30
149;50
150;31
150;9
151;31
151;17
152;31
152;83
153;31
153;84
154;31
154;85
155;32
155;18
156;32
156;51
157;32
157;148
158;32
158;149
159;32
159;150
160;33
160;56
161;33
161;93
162;33
162;94
163;33
163;95
164;33
164;151
165;34
165;18
166;34
166;32
167;34
167;51
168;34
168;52
169;34
169;53
170;35
170;18
171;35
171;33
172;35
172;54
173;35
173;55
174;35
174;56
175;36
175;18
176;36
176;152
177;36
177;153
178;36
178;154
179;36
179;155
180;37
180;8
181;37
181;22
182;37
182;23
183;37
183;97
184;37
184;269
185;38
185;22
186;38
186;270
187;38
187;271
188;38
188;272
189;38
189;273
190;39
190;22
191;39
191;37
192;39
192;38
193;39
193;86
194;39
194;87
195;40
195;8
196;40
196;24
197;40
197;41
198;40
198;42
199;40
199;43
200;41
200;24
201;41
201;40
202;41
202;42
203;41
203;43
204;41
204;44
205;42
205;8
206;42
206;24
207;42
207;40
208;42
208;41
209;42
209;43
210;43
210;24
211;43
211;40
212;43
212;41
213;43
213;42
214;43
214;44
215;44
215;24
216;44
216;40
217;44
217;41
218;44
218;42
219;44
219;43
220;45
220;11
221;45
221;25
222;45
222;46
223;45
223;59
224;45
224;88
225;46
225;11
226;46
226;25
227;46
227;45
228;46
228;59
229;46
229;88
230;47
230;11
231;47
231;25
232;47
232;57
233;47
233;58
234;47
234;59
235;48
235;30
236;48
236;49
237;48
237;156
238;48
238;157
239;48
239;158
240;49
240;30
241;49
241;48
242;49
242;156
243;49
243;157
244;49
244;158
245;50
245;9
246;50
246;30
247;50
247;49
248;50
248;89
249;50
249;90
250;51
250;18
251;51
251;32
252;51
252;34
253;51
253;154
254;51
254;274
255;52
255;34
256;52
256;275
257;52
257;276
258;52
258;277
259;52
259;278
260;53
260;35
261;53
261;54
262;53
262;60
263;53
263;61
264;53
264;62
265;54
265;35
266;54
266;53
267;54
267;60
268;54
268;84
269;54
269;159
270;55
270;35
271;55
271;53
272;55
272;54
273;55
273;91
274;55
274;92
275;56
275;33
276;56
276;93
277;56
277;94
278;56
278;95
279;56
279;96
280;57
280;11
281;57
281;25
282;57
282;47
283;57
283;59
284;57
284;88
285;58
285;11
286;58
286;25
287;58
287;45
288;58
288;47
289;58
289;59
290;59
290;11
291;59
291;25
292;59
292;45
293;59
293;46
294;59
294;88
295;60
295;53
296;60
296;54
297;60
297;159
298;60
298;160
299;60
299;161
300;61
300;35
301;61
301;53
302;61
302;159
303;61
303;162
304;61
304;163
305;62
305;35
306;62
306;53
307;62
307;54
308;62
308;60
309;62
309;159
310;63
310;30
311;63
311;64
312;63
312;97
313;63
313;98
314;63
314;99
315;64
315;63
316;64
316;66
317;64
317;98
318;64
318;279
319;64
319;280
320;65
320;63
321;65
321;66
322;65
322;99
323;65
323;100
324;65
324;101
325;66
325;63
326;66
326;64
327;66
327;65
328;66
328;418
329;66
329;419
330;67
330;30
331;67
331;63
332;67
332;98
333;67
333;118
334;67
334;281
335;69
335;15
336;69
336;72
337;69
337;105
338;69
338;106
339;69
339;420
340;70
340;15
341;70
341;71
342;70
342;102
343;70
343;103
344;70
344;421
345;71
345;15
346;71
346;70
347;71
347;102
348;71
348;103
349;71
349;104
350;72
350;15
351;72
351;69
352;72
352;105
353;72
353;106
354;72
354;107
355;73
355;4
356;73
356;16
357;73
357;19
358;73
358;74
359;73
359;108
360;74
360;4
361;74
361;16
362;74
362;19
363;74
363;73
364;74
364;282
365;75
365;4
366;75
366;16
367;75
367;19
368;75
368;109
369;75
369;110
370;76
370;121
371;76
371;283
372;76
372;284
373;76
373;285
374;76
374;286
375;77
375;28
376;77
376;422
377;77
377;423
378;77
378;424
379;77
379;425
380;78
380;20
381;78
381;23
382;78
382;111
383;78
383;112
384;78
384;113
385;79
385;13
386;79
386;28
387;79
387;81
388;79
388;82
389;79
389;164
390;80
390;8
391;80
391;28
392;80
392;82
393;80
393;97
394;80
394;426
395;81
395;28
396;81
396;285
397;81
397;287
398;81
398;288
399;81
399;289
400;82
400;80
401;82
401;290
402;82
402;291
403;82
403;292
404;82
404;293
405;83
405;17
406;83
406;31
407;83
407;165
408;83
408;166
409;83
409;167
410;84
410;18
411;84
411;31
412;84
412;54
413;84
413;427
414;84
414;428
415;85
415;17
416;85
416;31
417;85
417;168
418;85
418;169
419;85
419;170
420;86
420;22
421;86
421;38
422;86
422;39
423;86
423;87
424;86
424;171
425;87
425;37
426;87
426;39
427;87
427;86
428;87
428;114
429;87
429;115
430;88
430;11
431;88
431;25
432;88
432;45
433;88
433;46
434;88
434;59
435;89
435;30
436;89
436;49
437;89
437;50
438;89
438;90
439;89
439;294
440;90
440;48
441;90
441;50
442;90
442;89
443;90
443;172
444;90
444;173
445;91
445;35
446;91
446;55
447;91
447;92
448;91
448;295
449;91
449;296
450;92
450;35
451;92
451;55
452;92
452;91
453;92
453;295
454;92
454;296
455;93
455;33
456;93
456;56
457;93
457;94
458;93
458;95
459;93
459;297
460;95
460;33
461;95
461;56
462;95
462;93
463;95
463;94
464;95
464;429
465;96
465;33
466;96
466;56
467;96
467;94
468;96
468;95
469;96
469;174
470;97
470;8
471;97
471;63
472;97
472;100
473;97
473;116
474;97
474;117
475;98
475;8
476;98
476;30
477;98
477;63
478;98
478;118
479;98
479;119
480;99
480;8
481;99
481;63
482;99
482;175
483;99
483;176
484;99
484;177
485;100
485;63
486;100
486;97
487;100
487;99
488;100
488;307
489;100
489;430
490;101
490;63
491;101
491;65
492;101
492;99
493;101
493;100
494;101
494;298
495;102
495;70
496;102
496;71
497;102
497;103
498;102
498;178
499;102
499;179
500;103
500;14
501;103
501;28
502;103
502;70
503;103
503;120
504;103
504;121
505;104
505;71
506;104
506;102
507;104
507;178
508;104
508;179
509;104
509;299
510;105
510;15
511;105
511;69
512;105
512;72
513;105
513;106
514;105
514;122
515;106
515;69
516;106
516;72
517;106
517;105
518;106
518;122
519;106
519;134
520;107
520;15
521;107
521;72
522;107
522;105
523;107
523;300
524;107
524;301
525;108
525;123
526;108
526;124
527;108
527;125
528;108
528;126
529;108
529;127
530;109
530;4
531;109
531;16
532;109
532;19
533;109
533;75
534;109
534;180
535;110
535;4
536;110
536;75
537;110
537;109
538;110
538;180
539;110
539;431
540;111
540;20
541;111
541;78
542;111
542;112
543;111
543;181
544;111
544;182
545;112
545;8
546;112
546;20
547;112
547;111
548;112
548;182
549;112
549;183
550;113
550;78
551;113
551;111
552;113
552;128
553;113
553;129
554;113
554;130
555;114
555;115
556;114
556;432
557;114
557;433
558;114
558;434
559;114
559;435
560;115
560;8
561;115
561;37
562;115
562;114
563;115
563;302
564;115
564;303
565;116
565;33
566;116
566;56
567;116
567;93
568;116
568;97
569;116
569;436
570;117
570;97
571;117
571;100
572;117
572;131
573;117
573;132
574;117
574;133
575;118
575;9
576;118
576;30
577;118
577;67
578;118
578;98
579;118
579;119
580;119
580;98
581;119
581;118
582;119
582;184
583;119
583;185
584;119
584;186
585;120
585;68
586;120
586;103
587;120
587;437
588;120
588;438
589;120
589;439
590;121
590;284
591;121
591;285
592;121
592;304
593;121
593;305
594;121
594;306
595;122
595;69
596;122
596;72
597;122
597;105
598;122
598;106
599;122
599;134
600;123
600;7
601;123
601;108
602;123
602;124
603;123
603;125
604;123
604;127
605;124
605;123
606;124
606;125
607;124
607;126
608;124
608;127
609;124
609;135
610;125
610;123
611;125
611;124
612;125
612;127
613;125
613;135
614;125
614;136
615;126
615;124
616;126
616;125
617;126
617;127
618;126
618;135
619;126
619;440
620;127
620;124
621;127
621;125
622;127
622;126
623;127
623;135
624;127
624;136
625;128
625;78
626;128
626;113
627;128
627;129
628;128
628;130
629;128
629;187
630;129
630;78
631;129
631;113
632;129
632;128
633;129
633;130
634;129
634;188
635;130
635;78
636;130
636;113
637;130
637;128
638;130
638;129
639;130
639;441
640;131
640;99
641;131
641;100
642;131
642;117
643;131
643;307
644;131
644;308
645;132
645;117
646;132
646;133
647;132
647;189
648;132
648;190
649;132
649;191
650;133
650;189
651;133
651;190
652;133
652;192
653;133
653;193
654;133
654;194
655;134
655;72
656;134
656;105
657;134
657;106
658;134
658;122
659;134
659;195
660;135
660;125
661;135
661;127
662;135
662;136
663;135
663;196
664;135
664;197
665;136
665;124
666;136
666;125
667;136
667;126
668;136
668;127
669;136
669;135
670;137
670;7
671;137
671;10
672;137
672;138
673;137
673;139
674;137
674;160
675;139
675;5
676;139
676;7
677;139
677;9
678;139
678;10
679;139
679;137
680;140
680;13
681;140
681;141
682;140
682;198
683;140
683;199
684;140
684;200
685;141
685;13
686;141
686;23
687;141
687;140
688;141
688;198
689;141
689;442
690;142
690;20
691;142
691;23
692;142
692;201
693;142
693;202
694;142
694;203
695;143
695;29
696;143
696;144
697;143
697;145
698;143
698;146
699;143
699;147
700;144
700;29
701;144
701;143
702;144
702;145
703;144
703;146
704;144
704;147
705;145
705;29
706;145
706;143
707;145
707;147
708;145
708;309
709;145
709;310
710;146
710;29
711;146
711;143
712;146
712;147
713;146
713;443
714;146
714;444
715;147
715;603
716;147
716;604
717;147
717;605
718;147
718;606
719;147
719;607
720;148
720;18
721;148
721;302
722;148
722;303
723;148
723;445
724;148
724;446
725;149
725;608
726;149
726;609
727;149
727;610
728;149
728;611
729;149
729;612
730;150
730;99
731;150
731;204
732;150
732;205
733;150
733;206
734;150
734;207
735;151
735;93
736;151
736;429
737;151
737;447
738;151
738;448
739;151
739;449
740;152
740;18
741;152
741;34
742;152
742;35
743;152
743;36
744;152
744;311
745;153
745;18
746;153
746;36
747;153
747;155
748;153
748;208
749;153
749;209
750;154
750;5
751;154
751;6
752;154
752;7
753;154
753;20
754;154
754;210
755;155
755;18
756;155
756;36
757;155
757;154
758;155
758;613
759;155
759;614
760;156
760;30
761;156
761;48
762;156
762;49
763;156
763;367
764;156
764;615
765;157
765;30
766;157
766;48
767;157
767;49
768;157
768;211
769;157
769;212
770;158
770;48
771;158
771;450
772;158
772;451
773;158
773;452
774;158
774;453
775;159
775;34
776;159
776;35
777;159
777;54
778;159
778;60
779;159
779;160
780;160
780;7
781;160
781;60
782;160
782;161
783;160
783;312
784;160
784;313
785;161
785;60
786;161
786;160
787;161
787;312
788;161
788;314
789;161
789;315
790;162
790;35
791;162
791;53
792;162
792;61
793;162
793;163
794;162
794;616
795;163
795;53
796;163
796;54
797;163
797;60
798;163
798;61
799;163
799;162
800;164
800;8
801;164
801;228
802;164
802;454
803;164
803;455
804;164
804;456
805;165
805;83
806;165
806;166
807;165
807;167
808;165
808;617
809;165
809;618
810;166
810;83
811;166
811;165
812;166
812;167
813;166
813;617
814;166
814;619
815;167
815;54
816;167
816;165
817;167
817;166
818;167
818;457
819;167
819;458
820;168
820;9
821;168
821;17
822;168
822;31
823;168
823;85
824;168
824;169
825;169
825;17
826;169
826;31
827;169
827;85
828;169
828;168
829;169
829;459
830;170
830;213
831;170
831;214
832;170
832;215
833;170
833;216
834;170
834;217
835;171
835;22
836;171
836;38
837;171
837;39
838;171
838;86
839;171
839;87
840;172
840;48
841;172
841;90
842;172
842;173
843;172
843;460
844;172
844;461
845;173
845;172
846;173
846;316
847;173
847;317
848;173
848;318
849;173
849;319
850;174
850;33
851;174
851;56
852;174
852;94
853;174
853;95
854;174
854;96
855;175
855;63
856;175
856;99
857;175
857;100
858;175
858;177
859;175
859;307
860;176
860;6
861;176
861;8
862;176
862;99
863;176
863;462
864;176
864;463
865;177
865;63
866;177
866;99
867;177
867;100
868;177
868;175
869;177
869;218
870;178
870;15
871;178
871;102
872;178
872;104
873;178
873;179
874;178
874;299
875;179
875;71
876;179
876;102
877;179
877;104
878;179
878;178
879;179
879;299
880;180
880;4
881;180
881;19
882;180
882;75
883;180
883;109
884;180
884;110
885;181
885;78
886;181
886;111
887;181
887;112
888;181
888;201
889;181
889;319
890;182
890;8
891;182
891;20
892;182
892;111
893;182
893;112
894;182
894;183
895;183
895;13
896;183
896;21
897;183
897;23
898;183
898;78
899;183
899;81
900;184
900;98
901;184
901;118
902;184
902;119
903;184
903;185
904;184
904;320
905;185
905;98
906;185
906;118
907;185
907;119
908;185
908;184
909;185
909;320
910;186
910;98
911;186
911;149
912;186
912;464
913;186
913;465
914;186
914;466
915;187
915;78
916;187
916;113
917;187
917;128
918;187
918;321
919;187
919;322
920;188
920;219
921;188
921;220
922;188
922;221
923;188
923;222
924;188
924;223
925;189
925;132
926;189
926;133
927;189
927;190
928;189
928;620
929;189
929;621
930;190
930;133
931;190
931;189
932;190
932;467
933;190
933;468
934;190
934;469
935;191
935;194
936;191
936;469
937;191
937;470
938;191
938;622
939;191
939;623
940;192
940;133
941;192
941;193
942;192
942;224
943;192
943;225
944;192
944;226
945;193
945;8
946;193
946;97
947;193
947;133
948;193
948;192
949;193
949;224
950;194
950;93
951;194
951;297
952;194
952;470
953;194
953;471
954;194
954;472
955;195
955;624
956;195
956;625
957;195
957;626
958;195
958;627
959;195
959;628
960;196
960;14
961;196
961;28
962;196
962;449
963;196
963;629
964;196
964;630
965;197
965;227
966;197
966;228
967;197
967;229
968;197
968;230
969;197
969;231
970;198
970;13
971;198
971;140
972;198
972;141
973;198
973;199
974;198
974;232
975;199
975;13
976;199
976;140
977;199
977;141
978;199
978;198
979;199
979;232
980;200
980;631
981;200
981;632
982;200
982;633
983;200
983;634
984;200
984;635
985;201
985;23
986;201
986;78
987;201
987;111
988;201
988;181
989;201
989;636
990;202
990;20
991;202
991;23
992;202
992;142
993;202
993;637
994;202
994;638
995;203
995;141
996;203
996;142
997;203
997;202
998;203
998;269
999;203
999;473
1000;204
1000;150
1001;204
1001;234
1002;204
1002;247
1003;204
1003;346
1004;204
1004;491
1005;205
1005;150
1006;205
1006;206
1007;205
1007;207
1008;205
1008;639
1009;205
1009;640
1010;206
1010;150
1011;206
1011;205
1012;206
1012;207
1013;206
1013;233
1014;206
1014;234
1015;207
1015;205
1016;207
1016;206
1017;207
1017;346
1018;207
1018;641
1019;207
1019;642
1020;208
1020;18
1021;208
1021;36
1022;208
1022;153
1023;208
1023;155
1024;208
1024;209
1025;209
1025;18
1026;209
1026;36
1027;209
1027;153
1028;209
1028;155
1029;209
1029;208
1030;210
1030;7
1031;210
1031;8
1032;210
1032;20
1033;210
1033;481
1034;210
1034;608
1035;211
1035;48
1036;211
1036;157
1037;211
1037;212
1038;211
1038;643
1039;211
1039;644
1040;212
1040;112
1041;212
1041;645
1042;212
1042;646
1043;212
1043;647
1044;212
1044;648
1045;213
1045;17
1046;213
1046;161
1047;213
1047;170
1048;213
1048;314
1049;213
1049;474
1050;214
1050;170
1051;214
1051;216
1052;214
1052;649
1053;214
1053;650
1054;214
1054;651
1055;215
1055;170
1056;215
1056;323
1057;215
1057;324
1058;215
1058;325
1059;215
1059;326
1060;216
1060;170
1061;216
1061;217
1062;216
1062;475
1063;216
1063;476
1064;216
1064;477
1065;217
1065;216
1066;217
1066;327
1067;217
1067;328
1068;217
1068;329
1069;217
1069;330
1070;218
1070;99
1071;218
1071;175
1072;218
1072;177
1073;218
1073;652
1074;218
1074;653
1075;219
1075;121
1076;219
1076;188
1077;219
1077;220
1078;219
1078;237
1079;219
1079;478
1080;221
1080;222
1081;221
1081;235
1082;221
1082;236
1083;221
1083;237
1084;221
1084;249
1085;222
1085;219
1086;222
1086;221
1087;222
1087;235
1088;222
1088;236
1089;222
1089;237
1090;223
1090;112
1091;223
1091;220
1092;223
1092;238
1093;223
1093;239
1094;223
1094;240
1095;224
1095;33
1096;224
1096;56
1097;224
1097;93
1098;224
1098;193
1099;224
1099;331
1100;225
1100;192
1101;225
1101;193
1102;225
1102;654
1103;225
1103;655
1104;225
1104;656
1105;226
1105;8
1106;226
1106;241
1107;226
1107;242
1108;226
1108;243
1109;226
1109;244
1110;227
1110;380
1111;227
1111;657
1112;227
1112;658
1113;227
1113;659
1114;227
1114;660
1115;228
1115;8
1116;228
1116;290
1117;228
1117;334
1118;228
1118;455
1119;228
1119;479
1120;229
1120;197
1121;229
1121;227
1122;229
1122;332
1123;229
1123;333
1124;229
1124;334
1125;230
1125;333
1126;230
1126;335
1127;230
1127;336
1128;230
1128;337
1129;230
1129;338
1130;231
1130;480
1131;231
1131;481
1132;231
1132;482
1133;231
1133;483
1134;231
1134;484
1135;232
1135;13
1136;232
1136;23
1137;232
1137;140
1138;232
1138;198
1139;232
1139;245
1140;233
1140;206
1141;233
1141;234
1142;233
1142;248
1143;233
1143;661
1144;233
1144;662
1145;234
1145;204
1146;234
1146;206
1147;234
1147;246
1148;234
1148;247
1149;234
1149;248
1150;235
1150;76
1151;235
1151;78
1152;235
1152;121
1153;235
1153;222
1154;235
1154;237
1155;236
1155;221
1156;236
1156;222
1157;236
1157;235
1158;236
1158;237
1159;236
1159;249
1160;237
1160;28
1161;237
1161;76
1162;237
1162;78
1163;237
1163;81
1164;237
1164;222
1165;238
1165;339
1166;238
1166;340
1167;238
1167;341
1168;238
1168;342
1169;238
1169;343
1170;239
1170;223
1171;239
1171;238
1172;239
1172;240
1173;239
1173;339
1174;239
1174;485
1175;240
1175;223
1176;240
1176;238
1177;240
1177;249
1178;240
1178;485
1179;240
1179;663
1180;242
1180;226
1181;242
1181;241
1182;242
1182;244
1183;242
1183;486
1184;242
1184;487
1185;243
1185;33
1186;243
1186;93
1187;243
1187;488
1188;243
1188;489
1189;243
1189;490
1190;244
1190;241
1191;244
1191;250
1192;244
1192;251
1193;244
1193;252
1194;244
1194;253
1195;245
1195;198
1196;245
1196;232
1197;245
1197;254
1198;245
1198;255
1199;245
1199;256
1200;246
1200;204
1201;246
1201;234
1202;246
1202;248
1203;246
1203;491
1204;246
1204;492
1205;247
1205;150
1206;247
1206;204
1207;247
1207;234
1208;247
1208;257
1209;247
1209;258
1210;248
1210;108
1211;248
1211;234
1212;248
1212;344
1213;248
1213;345
1214;248
1214;346
1215;249
1215;220
1216;249
1216;223
1217;249
1217;238
1218;249
1218;343
1219;249
1219;493
1220;250
1220;241
1221;250
1221;244
1222;250
1222;251
1223;250
1223;252
1224;250
1224;494
1225;251
1225;241
1226;251
1226;244
1227;251
1227;250
1228;251
1228;252
1229;251
1229;347
1230;252
1230;241
1231;252
1231;244
1232;252
1232;251
1233;252
1233;347
1234;252
1234;664
1235;253
1235;241
1236;253
1236;244
1237;253
1237;251
1238;253
1238;252
1239;253
1239;347
1240;254
1240;13
1241;254
1241;232
1242;254
1242;245
1243;254
1243;256
1244;254
1244;259
1245;255
1245;198
1246;255
1246;199
1247;255
1247;232
1248;255
1248;254
1249;255
1249;348
1250;256
1250;199
1251;256
1251;232
1252;256
1252;254
1253;256
1253;259
1254;256
1254;348
1255;257
1255;150
1256;257
1256;204
1257;257
1257;247
1258;257
1258;258
1259;257
1259;495
1260;258
1260;419
1261;258
1261;496
1262;258
1262;497
1263;258
1263;498
1264;258
1264;499
1265;259
1265;232
1266;259
1266;254
1267;259
1267;255
1268;259
1268;256
1269;259
1269;348
1270;260
1270;12
1271;260
1271;261
1272;260
1272;262
1273;260
1273;263
1274;260
1274;665
1275;261
1275;12
1276;261
1276;260
1277;261
1277;262
1278;261
1278;264
1279;261
1279;666
1280;262
1280;12
1281;262
1281;260
1282;262
1282;264
1283;262
1283;665
1284;262
1284;666
1285;263
1285;12
1286;263
1286;260
1287;263
1287;262
1288;263
1288;665
1289;263
1289;666
1290;264
1290;12
1291;264
1291;262
1292;264
1292;263
1293;264
1293;665
1294;264
1294;666
1295;265
1295;11
1296;265
1296;26
1297;265
1297;349
1298;265
1298;500
1299;265
1299;501
1300;266
1300;11
1301;266
1301;26
1302;266
1302;267
1303;266
1303;268
1304;266
1304;502
1305;267
1305;11
1306;267
1306;26
1307;267
1307;266
1308;267
1308;268
1309;267
1309;349
1310;268
1310;266
1311;268
1311;349
1312;268
1312;382
1313;268
1313;384
1314;268
1314;385
1315;269
1315;22
1316;269
1316;23
1317;269
1317;28
1318;269
1318;37
1319;269
1319;111
1320;270
1320;38
1321;270
1321;271
1322;270
1322;272
1323;270
1323;273
1324;270
1324;351
1325;271
1325;38
1326;271
1326;114
1327;271
1327;270
1328;271
1328;272
